file,pipeline,base_design,trojan_type,variant,rewrite_rate,label,gates,trojan_gates,bytes
top3_trojan5_21_netlist.v,design_compiler,top3,5,21,,TROJANED,695,40,34541
top3_trojan5_22_netlist.v,design_compiler,top3,5,22,,TROJANED,698,43,34669
top3_trojan5_23_netlist.v,design_compiler,top3,5,23,,TROJANED,696,43,34578
top3_trojan5_24_netlist.v,design_compiler,top3,5,24,,TROJANED,698,43,34654
top3_trojan5_2_netlist.v,design_compiler,top3,5,2,,TROJANED,696,41,34587
top3_trojan5_3_netlist.v,design_compiler,top3,5,3,,TROJANED,725,70,35937
top3_trojan5_4_netlist.v,design_compiler,top3,5,4,,TROJANED,703,48,34870
top3_trojan5_5_netlist.v,design_compiler,top3,5,5,,TROJANED,690,41,34321
top3_trojan5_6_netlist.v,design_compiler,top3,5,6,,TROJANED,692,41,34407
top3_trojan5_7_netlist.v,design_compiler,top3,5,7,,TROJANED,694,41,34501
top3_trojan5_8_netlist.v,design_compiler,top3,5,8,,TROJANED,696,41,34576
top3_trojan5_9_netlist.v,design_compiler,top3,5,9,,TROJANED,696,41,34568
top3_trojan6_0_netlist.v,design_compiler,top3,6,0,,TROJANED,1003,34,44479
top3_trojan6_10_netlist.v,design_compiler,top3,6,10,,TROJANED,1019,49,45132
top3_trojan6_11_netlist.v,design_compiler,top3,6,11,,TROJANED,1023,53,45299
top3_trojan6_12_netlist.v,design_compiler,top3,6,12,,TROJANED,1027,57,45465
top3_trojan6_13_netlist.v,design_compiler,top3,6,13,,TROJANED,1032,62,45666
top3_trojan6_14_netlist.v,design_compiler,top3,6,14,,TROJANED,1035,65,45797
top3_trojan6_15_netlist.v,design_compiler,top3,6,15,,TROJANED,850,34,37356
top3_trojan6_16_netlist.v,design_compiler,top3,6,16,,TROJANED,927,34,40926
top3_trojan6_17_netlist.v,design_compiler,top3,6,17,,TROJANED,1008,34,44683
top3_trojan6_18_netlist.v,design_compiler,top3,6,18,,TROJANED,1008,34,44683
top3_trojan6_19_netlist.v,design_compiler,top3,6,19,,TROJANED,1008,34,44683
top3_trojan6_1_netlist.v,design_compiler,top3,6,1,,TROJANED,1003,34,44479
top3_trojan6_20_netlist.v,design_compiler,top3,6,20,,TROJANED,1008,34,44683
top3_trojan6_21_netlist.v,design_compiler,top3,6,21,,TROJANED,1031,62,45726
top3_trojan6_22_netlist.v,design_compiler,top3,6,22,,TROJANED,1002,33,44444
top3_trojan6_23_netlist.v,design_compiler,top3,6,23,,TROJANED,1003,34,44479
top3_trojan6_24_netlist.v,design_compiler,top3,6,24,,TROJANED,1004,35,44515
top3_trojan6_2_netlist.v,design_compiler,top3,6,2,,TROJANED,1002,33,44444
top3_trojan6_3_netlist.v,design_compiler,top3,6,3,,TROJANED,683,17,30520
top3_trojan6_4_netlist.v,design_compiler,top3,6,4,,TROJANED,771,22,34320
top3_trojan6_5_netlist.v,design_compiler,top3,6,5,,TROJANED,857,25,38042
top3_trojan6_6_netlist.v,design_compiler,top3,6,6,,TROJANED,942,29,41725
top3_trojan6_7_netlist.v,design_compiler,top3,6,7,,TROJANED,1007,37,44646
top3_trojan6_8_netlist.v,design_compiler,top3,6,8,,TROJANED,1011,41,44808
top3_trojan6_9_netlist.v,design_compiler,top3,6,9,,TROJANED,1015,45,44970
top3_trojan7_0_netlist.v,design_compiler,top3,7,0,,TROJANED,1223,67,49930
top3_trojan7_10_netlist.v,design_compiler,top3,7,10,,TROJANED,1256,99,51445
top3_trojan7_11_netlist.v,design_compiler,top3,7,11,,TROJANED,1265,108,51859
top3_trojan7_12_netlist.v,design_compiler,top3,7,12,,TROJANED,1272,115,52194
top3_trojan7_13_netlist.v,design_compiler,top3,7,13,,TROJANED,1281,124,52604
top3_trojan7_14_netlist.v,design_compiler,top3,7,14,,TROJANED,1288,131,52937
top3_trojan7_15_netlist.v,design_compiler,top3,7,15,,TROJANED,1223,67,49930
top3_trojan7_16_netlist.v,design_compiler,top3,7,16,,TROJANED,1223,67,49930
top3_trojan7_17_netlist.v,design_compiler,top3,7,17,,TROJANED,1223,67,49930
top3_trojan7_18_netlist.v,design_compiler,top3,7,18,,TROJANED,1223,67,49930
top3_trojan7_19_netlist.v,design_compiler,top3,7,19,,TROJANED,1223,67,49930
top3_trojan7_1_netlist.v,design_compiler,top3,7,1,,TROJANED,1223,67,49930
top3_trojan7_20_netlist.v,design_compiler,top3,7,20,,TROJANED,1223,67,49930
top3_trojan7_21_netlist.v,design_compiler,top3,7,21,,TROJANED,1221,65,49856
top3_trojan7_22_netlist.v,design_compiler,top3,7,22,,TROJANED,1222,66,49893
top3_trojan7_23_netlist.v,design_compiler,top3,7,23,,TROJANED,1224,68,49982
top3_trojan7_24_netlist.v,design_compiler,top3,7,24,,TROJANED,1225,69,50031
top3_trojan7_2_netlist.v,design_compiler,top3,7,2,,TROJANED,1221,65,49848
top3_trojan7_3_netlist.v,design_compiler,top3,7,3,,TROJANED,1192,36,48484
top3_trojan7_4_netlist.v,design_compiler,top3,7,4,,TROJANED,1199,43,48812
top3_trojan7_5_netlist.v,design_compiler,top3,7,5,,TROJANED,1207,51,49181
top3_trojan7_6_netlist.v,design_compiler,top3,7,6,,TROJANED,1216,60,49595
top3_trojan7_7_netlist.v,design_compiler,top3,7,7,,TROJANED,1232,75,50344
top3_trojan7_8_netlist.v,design_compiler,top3,7,8,,TROJANED,1241,84,50748
top3_trojan7_9_netlist.v,design_compiler,top3,7,9,,TROJANED,1249,92,51116
top3_trojan8_0_netlist.v,design_compiler,top3,8,0,,TROJANED,6527,5424,292977
top3_trojan8_10_netlist.v,design_compiler,top3,8,10,,TROJANED,592,134,24554
top3_trojan8_11_netlist.v,design_compiler,top3,8,11,,TROJANED,536,13,22468
top3_trojan8_12_netlist.v,design_compiler,top3,8,12,,TROJANED,511,56,21311
top3_trojan8_13_netlist.v,design_compiler,top3,8,13,,TROJANED,582,141,24167
top3_trojan8_14_netlist.v,design_compiler,top3,8,14,,TROJANED,669,197,27891
top3_trojan8_15_netlist.v,design_compiler,top3,8,15,,TROJANED,404,19,16916
top3_trojan8_16_netlist.v,design_compiler,top3,8,16,,TROJANED,6456,5353,289895
top3_trojan8_17_netlist.v,design_compiler,top3,8,17,,TROJANED,6507,5404,292115
top3_trojan8_18_netlist.v,design_compiler,top3,8,18,,TROJANED,582,52,24337
top3_trojan8_19_netlist.v,design_compiler,top3,8,19,,TROJANED,1591,500,68497
top3_trojan8_1_netlist.v,design_compiler,top3,8,1,,TROJANED,329,15,13768
top3_trojan8_20_netlist.v,design_compiler,top3,8,20,,TROJANED,1418,620,60197
top3_trojan8_21_netlist.v,design_compiler,top3,8,21,,TROJANED,1705,1108,73562
top3_trojan8_22_netlist.v,design_compiler,top3,8,22,,TROJANED,3058,1967,134980
top3_trojan8_23_netlist.v,design_compiler,top3,8,23,,TROJANED,5102,4013,227720
top3_trojan8_24_netlist.v,design_compiler,top3,8,24,,TROJANED,4732,3934,210980
top3_trojan8_2_netlist.v,design_compiler,top3,8,2,,TROJANED,361,16,15172
top3_trojan8_3_netlist.v,design_compiler,top3,8,3,,TROJANED,536,13,22468
top3_trojan8_4_netlist.v,design_compiler,top3,8,4,,TROJANED,536,13,22468
top3_trojan8_5_netlist.v,design_compiler,top3,8,5,,TROJANED,511,56,21311
top3_trojan8_6_netlist.v,design_compiler,top3,8,6,,TROJANED,499,63,20833
top3_trojan8_7_netlist.v,design_compiler,top3,8,7,,TROJANED,559,141,23253
top3_trojan8_8_netlist.v,design_compiler,top3,8,8,,TROJANED,652,194,27048
top3_trojan8_9_netlist.v,design_compiler,top3,8,9,,TROJANED,668,194,27746
top3_trojan9_0_netlist.v,design_compiler,top3,9,0,,TROJANED,3198,2133,139945
top3_trojan9_10_netlist.v,design_compiler,top3,9,10,,TROJANED,1639,639,70279
top3_trojan9_11_netlist.v,design_compiler,top3,9,11,,TROJANED,1626,631,69955
top3_trojan9_12_netlist.v,design_compiler,top3,9,12,,TROJANED,1662,667,71558
top3_trojan9_13_netlist.v,design_compiler,top3,9,13,,TROJANED,2398,1353,103897
top3_trojan9_14_netlist.v,design_compiler,top3,9,14,,TROJANED,1861,861,80380
top3_trojan9_15_netlist.v,design_compiler,top3,9,15,,TROJANED,1478,965,61952
top3_trojan9_16_netlist.v,design_compiler,top3,9,16,,TROJANED,2548,1742,110255
top3_trojan9_17_netlist.v,design_compiler,top3,9,17,,TROJANED,3239,2174,141831
top3_trojan9_18_netlist.v,design_compiler,top3,9,18,,TROJANED,4616,3546,202705
top3_trojan9_19_netlist.v,design_compiler,top3,9,19,,TROJANED,5134,4063,225392
top3_trojan9_1_netlist.v,design_compiler,top3,9,1,,TROJANED,1726,661,73168
top3_trojan9_20_netlist.v,design_compiler,top3,9,20,,TROJANED,1003,518,40740
top3_trojan9_21_netlist.v,design_compiler,top3,9,21,,TROJANED,9602,8531,425295
top3_trojan9_22_netlist.v,design_compiler,top3,9,22,,TROJANED,3198,2133,140033
top3_trojan9_23_netlist.v,design_compiler,top3,9,23,,TROJANED,3191,2126,139674
top3_trojan9_24_netlist.v,design_compiler,top3,9,24,,TROJANED,3208,2143,140457
top3_trojan9_2_netlist.v,design_compiler,top3,9,2,,TROJANED,2088,974,89975
top3_trojan9_3_netlist.v,design_compiler,top3,9,3,,TROJANED,1198,272,49841
top3_trojan9_4_netlist.v,design_compiler,top3,9,4,,TROJANED,3133,2018,136672
top3_trojan9_5_netlist.v,design_compiler,top3,9,5,,TROJANED,2781,1722,121275
top3_trojan9_6_netlist.v,design_compiler,top3,9,6,,TROJANED,2880,1816,125457
top3_trojan9_7_netlist.v,design_compiler,top3,9,7,,TROJANED,2753,1698,119627
top3_trojan9_8_netlist.v,design_compiler,top3,9,8,,TROJANED,2820,1763,123021
top3_trojan9_9_netlist.v,design_compiler,top3,9,9,,TROJANED,2985,1966,130391
top4_trojan0_0_netlist.v,design_compiler,top4,0,0,,TROJANED,1813,121,81377
top4_trojan0_10_netlist.v,design_compiler,top4,0,10,,TROJANED,1837,145,82928
top4_trojan0_11_netlist.v,design_compiler,top4,0,11,,TROJANED,1663,67,72971
top4_trojan0_12_netlist.v,design_compiler,top4,0,12,,TROJANED,1713,85,75770
top4_trojan0_13_netlist.v,design_compiler,top4,0,13,,TROJANED,1763,103,78579
top4_trojan0_14_netlist.v,design_compiler,top4,0,14,,TROJANED,1831,139,82782
top4_trojan0_15_netlist.v,design_compiler,top4,0,15,,TROJANED,1849,157,84188
top4_trojan0_16_netlist.v,design_compiler,top4,0,16,,TROJANED,1867,175,85615
top4_trojan0_17_netlist.v,design_compiler,top4,0,17,,TROJANED,1885,193,87055
top4_trojan0_18_netlist.v,design_compiler,top4,0,18,,TROJANED,1638,58,71567
top4_trojan0_19_netlist.v,design_compiler,top4,0,19,,TROJANED,1688,76,74365
top4_trojan0_1_netlist.v,design_compiler,top4,0,1,,TROJANED,1813,121,81377
top4_trojan0_20_netlist.v,design_compiler,top4,0,20,,TROJANED,1738,94,77175
top4_trojan0_21_netlist.v,design_compiler,top4,0,21,,TROJANED,1788,112,79981
top4_trojan0_22_netlist.v,design_compiler,top4,0,22,,TROJANED,1822,130,82082
top4_trojan0_23_netlist.v,design_compiler,top4,0,23,,TROJANED,1840,148,83485
top4_trojan0_24_netlist.v,design_compiler,top4,0,24,,TROJANED,1858,166,84898
top4_trojan0_2_netlist.v,design_compiler,top4,0,2,,TROJANED,1876,184,86332
top4_trojan0_3_netlist.v,design_compiler,top4,0,3,,TROJANED,1805,113,80855
top4_trojan0_4_netlist.v,design_compiler,top4,0,4,,TROJANED,1809,117,81114
top4_trojan0_5_netlist.v,design_compiler,top4,0,5,,TROJANED,1812,120,81404
top4_trojan0_6_netlist.v,design_compiler,top4,0,6,,TROJANED,1821,129,81895
top4_trojan0_7_netlist.v,design_compiler,top4,0,7,,TROJANED,1825,133,82152
top4_trojan0_8_netlist.v,design_compiler,top4,0,8,,TROJANED,1829,137,82412
top4_trojan0_9_netlist.v,design_compiler,top4,0,9,,TROJANED,1828,136,82442
top4_trojan1_0_netlist.v,design_compiler,top4,1,0,,TROJANED,1493,17,64655
top4_trojan1_10_netlist.v,design_compiler,top4,1,10,,TROJANED,1574,98,68633
top4_trojan1_11_netlist.v,design_compiler,top4,1,11,,TROJANED,1581,105,68984
top4_trojan1_12_netlist.v,design_compiler,top4,1,12,,TROJANED,1588,112,69335
top4_trojan1_13_netlist.v,design_compiler,top4,1,13,,TROJANED,1492,16,64602
top4_trojan1_14_netlist.v,design_compiler,top4,1,14,,TROJANED,1493,17,64656
top4_trojan1_15_netlist.v,design_compiler,top4,1,15,,TROJANED,1492,16,64618
top4_trojan1_16_netlist.v,design_compiler,top4,1,16,,TROJANED,1493,17,64656
top4_trojan1_17_netlist.v,design_compiler,top4,1,17,,TROJANED,1492,16,64618
top4_trojan1_18_netlist.v,design_compiler,top4,1,18,,TROJANED,1493,17,64662
top4_trojan1_19_netlist.v,design_compiler,top4,1,19,,TROJANED,1493,17,64661
top4_trojan1_1_netlist.v,design_compiler,top4,1,1,,TROJANED,1501,25,65016
top4_trojan1_20_netlist.v,design_compiler,top4,1,20,,TROJANED,1493,17,64662
top4_trojan1_21_netlist.v,design_compiler,top4,1,21,,TROJANED,1494,18,64706
top4_trojan1_22_netlist.v,design_compiler,top4,1,22,,TROJANED,1495,19,64746
top4_trojan1_23_netlist.v,design_compiler,top4,1,23,,TROJANED,1494,18,64706
top4_trojan1_24_netlist.v,design_compiler,top4,1,24,,TROJANED,1506,30,65232
top4_trojan1_2_netlist.v,design_compiler,top4,1,2,,TROJANED,1519,43,65891
top4_trojan1_3_netlist.v,design_compiler,top4,1,3,,TROJANED,1526,50,66242
top4_trojan1_4_netlist.v,design_compiler,top4,1,4,,TROJANED,1533,57,66593
top4_trojan1_5_netlist.v,design_compiler,top4,1,5,,TROJANED,1540,64,66945
top4_trojan1_6_netlist.v,design_compiler,top4,1,6,,TROJANED,1547,71,67301
top4_trojan1_7_netlist.v,design_compiler,top4,1,7,,TROJANED,1552,76,67568
top4_trojan1_8_netlist.v,design_compiler,top4,1,8,,TROJANED,1560,84,67923
top4_trojan1_9_netlist.v,design_compiler,top4,1,9,,TROJANED,1567,91,68278
top4_trojan2_0_netlist.v,design_compiler,top4,2,0,,TROJANED,844,25,36837
top4_trojan2_10_netlist.v,design_compiler,top4,2,10,,TROJANED,886,67,39065
top4_trojan2_11_netlist.v,design_compiler,top4,2,11,,TROJANED,892,73,39383
top4_trojan2_12_netlist.v,design_compiler,top4,2,12,,TROJANED,840,21,36667
top4_trojan2_13_netlist.v,design_compiler,top4,2,13,,TROJANED,843,24,36786
top4_trojan2_14_netlist.v,design_compiler,top4,2,14,,TROJANED,848,29,37063
top4_trojan2_15_netlist.v,design_compiler,top4,2,15,,TROJANED,852,33,37296
top4_trojan2_16_netlist.v,design_compiler,top4,2,16,,TROJANED,856,37,37526
top4_trojan2_17_netlist.v,design_compiler,top4,2,17,,TROJANED,860,41,37758
top4_trojan2_18_netlist.v,design_compiler,top4,2,18,,TROJANED,865,46,38025
top4_trojan2_19_netlist.v,design_compiler,top4,2,19,,TROJANED,868,49,38224
top4_trojan2_1_netlist.v,design_compiler,top4,2,1,,TROJANED,844,25,36837
top4_trojan2_20_netlist.v,design_compiler,top4,2,20,,TROJANED,873,54,38491
top4_trojan2_21_netlist.v,design_compiler,top4,2,21,,TROJANED,876,57,38690
top4_trojan2_22_netlist.v,design_compiler,top4,2,22,,TROJANED,868,49,38111
top4_trojan2_23_netlist.v,design_compiler,top4,2,23,,TROJANED,892,73,39383
top4_trojan2_24_netlist.v,design_compiler,top4,2,24,,TROJANED,832,13,36213
top4_trojan2_2_netlist.v,design_compiler,top4,2,2,,TROJANED,832,13,36213
top4_trojan2_3_netlist.v,design_compiler,top4,2,3,,TROJANED,838,19,36523
top4_trojan2_4_netlist.v,design_compiler,top4,2,4,,TROJANED,850,31,37147
top4_trojan2_5_netlist.v,design_compiler,top4,2,5,,TROJANED,856,37,37467
top4_trojan2_6_netlist.v,design_compiler,top4,2,6,,TROJANED,862,43,37789
top4_trojan2_7_netlist.v,design_compiler,top4,2,7,,TROJANED,868,49,38111
top4_trojan2_8_netlist.v,design_compiler,top4,2,8,,TROJANED,874,55,38429
top4_trojan2_9_netlist.v,design_compiler,top4,2,9,,TROJANED,880,61,38747
top4_trojan3_0_netlist.v,design_compiler,top4,3,0,,TROJANED,817,102,36015
top4_trojan3_10_netlist.v,design_compiler,top4,3,10,,TROJANED,871,156,38747
top4_trojan3_11_netlist.v,design_compiler,top4,3,11,,TROJANED,879,164,39159
top4_trojan3_12_netlist.v,design_compiler,top4,3,12,,TROJANED,887,172,39571
top4_trojan3_13_netlist.v,design_compiler,top4,3,13,,TROJANED,752,65,33179
top4_trojan3_14_netlist.v,design_compiler,top4,3,14,,TROJANED,783,86,34444
top4_trojan3_15_netlist.v,design_compiler,top4,3,15,,TROJANED,799,92,35030
top4_trojan3_16_netlist.v,design_compiler,top4,3,16,,TROJANED,803,92,35363
top4_trojan3_17_netlist.v,design_compiler,top4,3,17,,TROJANED,840,112,37235
top4_trojan3_18_netlist.v,design_compiler,top4,3,18,,TROJANED,872,122,38669
top4_trojan3_19_netlist.v,design_compiler,top4,3,19,,TROJANED,904,132,40105
top4_trojan3_1_netlist.v,design_compiler,top4,3,1,,TROJANED,887,172,38755
top4_trojan3_20_netlist.v,design_compiler,top4,3,20,,TROJANED,936,142,41539
top4_trojan3_21_netlist.v,design_compiler,top4,3,21,,TROJANED,790,103,35087
top4_trojan3_22_netlist.v,design_compiler,top4,3,22,,TROJANED,974,180,43447
top4_trojan3_23_netlist.v,design_compiler,top4,3,23,,TROJANED,822,135,36735
top4_trojan3_24_netlist.v,design_compiler,top4,3,24,,TROJANED,1006,212,45101
top4_trojan3_2_netlist.v,design_compiler,top4,3,2,,TROJANED,829,114,36534
top4_trojan3_3_netlist.v,design_compiler,top4,3,3,,TROJANED,805,90,35383
top4_trojan3_4_netlist.v,design_compiler,top4,3,4,,TROJANED,812,97,35743
top4_trojan3_5_netlist.v,design_compiler,top4,3,5,,TROJANED,824,109,36375
top4_trojan3_6_netlist.v,design_compiler,top4,3,6,,TROJANED,839,124,37099
top4_trojan3_7_netlist.v,design_compiler,top4,3,7,,TROJANED,847,132,37511
top4_trojan3_8_netlist.v,design_compiler,top4,3,8,,TROJANED,855,140,37923
top4_trojan3_9_netlist.v,design_compiler,top4,3,9,,TROJANED,863,148,38335
top4_trojan4_0_netlist.v,design_compiler,top4,4,0,,TROJANED,832,148,37420
top4_trojan4_10_netlist.v,design_compiler,top4,4,10,,TROJANED,851,167,38944
top4_trojan4_11_netlist.v,design_compiler,top4,4,11,,TROJANED,634,52,27658
top4_trojan4_12_netlist.v,design_compiler,top4,4,12,,TROJANED,659,60,28930
top4_trojan4_13_netlist.v,design_compiler,top4,4,13,,TROJANED,700,84,30912
top4_trojan4_14_netlist.v,design_compiler,top4,4,14,,TROJANED,725,92,32184
top4_trojan4_15_netlist.v,design_compiler,top4,4,15,,TROJANED,766,116,34166
top4_trojan4_16_netlist.v,design_compiler,top4,4,16,,TROJANED,791,124,35438
top4_trojan4_17_netlist.v,design_compiler,top4,4,17,,TROJANED,842,158,38322
top4_trojan4_18_netlist.v,design_compiler,top4,4,18,,TROJANED,867,183,39746
top4_trojan4_19_netlist.v,design_compiler,top4,4,19,,TROJANED,875,191,40426
top4_trojan4_1_netlist.v,design_compiler,top4,4,1,,TROJANED,832,148,37420
top4_trojan4_20_netlist.v,design_compiler,top4,4,20,,TROJANED,900,216,41848
top4_trojan4_21_netlist.v,design_compiler,top4,4,21,,TROJANED,909,225,42574
top4_trojan4_22_netlist.v,design_compiler,top4,4,22,,TROJANED,940,256,44224
top4_trojan4_23_netlist.v,design_compiler,top4,4,23,,TROJANED,950,266,44994
top4_trojan4_24_netlist.v,design_compiler,top4,4,24,,TROJANED,976,292,46474
top4_trojan4_2_netlist.v,design_compiler,top4,4,2,,TROJANED,832,148,37420
top4_trojan4_3_netlist.v,design_compiler,top4,4,3,,TROJANED,834,150,37580
top4_trojan4_4_netlist.v,design_compiler,top4,4,4,,TROJANED,836,152,37740
top4_trojan4_5_netlist.v,design_compiler,top4,4,5,,TROJANED,838,154,37900
top4_trojan4_6_netlist.v,design_compiler,top4,4,6,,TROJANED,842,158,38298
top4_trojan4_7_netlist.v,design_compiler,top4,4,7,,TROJANED,844,160,38460
top4_trojan4_8_netlist.v,design_compiler,top4,4,8,,TROJANED,847,163,38652
top4_trojan4_9_netlist.v,design_compiler,top4,4,9,,TROJANED,849,165,38808
top4_trojan5_0_netlist.v,design_compiler,top4,5,0,,TROJANED,1113,41,59546
top4_trojan5_10_netlist.v,design_compiler,top4,5,10,,TROJANED,1113,41,59536
top4_trojan5_11_netlist.v,design_compiler,top4,5,11,,TROJANED,1113,41,59536
top4_trojan5_12_netlist.v,design_compiler,top4,5,12,,TROJANED,1113,41,59536
top4_trojan5_13_netlist.v,design_compiler,top4,5,13,,TROJANED,1077,17,58138
top4_trojan5_14_netlist.v,design_compiler,top4,5,14,,TROJANED,1091,27,58734
top4_trojan5_15_netlist.v,design_compiler,top4,5,15,,TROJANED,1093,25,58809
top4_trojan5_16_netlist.v,design_compiler,top4,5,16,,TROJANED,1103,30,59272
top4_trojan5_17_netlist.v,design_compiler,top4,5,17,,TROJANED,1103,30,59294
top4_trojan5_18_netlist.v,design_compiler,top4,5,18,,TROJANED,1103,30,59316
top4_trojan5_19_netlist.v,design_compiler,top4,5,19,,TROJANED,1103,30,59338
top4_trojan5_1_netlist.v,design_compiler,top4,5,1,,TROJANED,1114,42,59588
top4_trojan5_20_netlist.v,design_compiler,top4,5,20,,TROJANED,1103,30,59360
top4_trojan5_21_netlist.v,design_compiler,top4,5,21,,TROJANED,1112,40,59497
top4_trojan5_22_netlist.v,design_compiler,top4,5,22,,TROJANED,1115,43,59622
top4_trojan5_23_netlist.v,design_compiler,top4,5,23,,TROJANED,1113,43,59516
top4_trojan5_24_netlist.v,design_compiler,top4,5,24,,TROJANED,1115,43,59617
top4_trojan5_2_netlist.v,design_compiler,top4,5,2,,TROJANED,1113,41,59545
top4_trojan5_3_netlist.v,design_compiler,top4,5,3,,TROJANED,1142,70,60920
top4_trojan5_4_netlist.v,design_compiler,top4,5,4,,TROJANED,1120,48,59831
top4_trojan5_5_netlist.v,design_compiler,top4,5,5,,TROJANED,1107,41,59248
top4_trojan5_6_netlist.v,design_compiler,top4,5,6,,TROJANED,1109,41,59344
top4_trojan5_7_netlist.v,design_compiler,top4,5,7,,TROJANED,1111,41,59440
top4_trojan5_8_netlist.v,design_compiler,top4,5,8,,TROJANED,1113,41,59541
top4_trojan5_9_netlist.v,design_compiler,top4,5,9,,TROJANED,1113,41,59536
top4_trojan6_0_netlist.v,design_compiler,top4,6,0,,TROJANED,768,34,30548
top4_trojan6_10_netlist.v,design_compiler,top4,6,10,,TROJANED,783,49,31145
top4_trojan6_11_netlist.v,design_compiler,top4,6,11,,TROJANED,787,53,31308
top4_trojan6_12_netlist.v,design_compiler,top4,6,12,,TROJANED,791,57,31470
top4_trojan6_13_netlist.v,design_compiler,top4,6,13,,TROJANED,796,62,31666
top4_trojan6_14_netlist.v,design_compiler,top4,6,14,,TROJANED,799,65,31794
top4_trojan6_15_netlist.v,design_compiler,top4,6,15,,TROJANED,768,34,30548
top4_trojan6_16_netlist.v,design_compiler,top4,6,16,,TROJANED,768,34,30548
top4_trojan6_17_netlist.v,design_compiler,top4,6,17,,TROJANED,768,34,30548
top4_trojan6_18_netlist.v,design_compiler,top4,6,18,,TROJANED,768,34,30548
top4_trojan6_19_netlist.v,design_compiler,top4,6,19,,TROJANED,768,34,30548
top4_trojan6_1_netlist.v,design_compiler,top4,6,1,,TROJANED,768,34,30548
top4_trojan6_20_netlist.v,design_compiler,top4,6,20,,TROJANED,768,34,30548
top4_trojan6_21_netlist.v,design_compiler,top4,6,21,,TROJANED,796,62,31707
top4_trojan6_22_netlist.v,design_compiler,top4,6,22,,TROJANED,767,33,30514
top4_trojan6_23_netlist.v,design_compiler,top4,6,23,,TROJANED,768,34,30548
top4_trojan6_24_netlist.v,design_compiler,top4,6,24,,TROJANED,769,35,30583
top4_trojan6_2_netlist.v,design_compiler,top4,6,2,,TROJANED,767,33,30514
top4_trojan6_3_netlist.v,design_compiler,top4,6,3,,TROJANED,751,17,29874
top4_trojan6_4_netlist.v,design_compiler,top4,6,4,,TROJANED,756,22,30066
top4_trojan6_5_netlist.v,design_compiler,top4,6,5,,TROJANED,759,25,30189
top4_trojan6_6_netlist.v,design_compiler,top4,6,6,,TROJANED,763,29,30352
top4_trojan6_7_netlist.v,design_compiler,top4,6,7,,TROJANED,771,37,30671
top4_trojan6_8_netlist.v,design_compiler,top4,6,8,,TROJANED,775,41,30829
top4_trojan6_9_netlist.v,design_compiler,top4,6,9,,TROJANED,779,45,30987
top4_trojan7_0_netlist.v,design_compiler,top4,7,0,,TROJANED,1677,67,69523
top4_trojan7_10_netlist.v,design_compiler,top4,7,10,,TROJANED,1709,99,70980
top4_trojan7_11_netlist.v,design_compiler,top4,7,11,,TROJANED,1718,108,71390
top4_trojan7_12_netlist.v,design_compiler,top4,7,12,,TROJANED,1725,115,71724
top4_trojan7_13_netlist.v,design_compiler,top4,7,13,,TROJANED,1734,124,72134
top4_trojan7_14_netlist.v,design_compiler,top4,7,14,,TROJANED,1741,131,72467
top4_trojan7_15_netlist.v,design_compiler,top4,7,15,,TROJANED,1677,67,69523
top4_trojan7_16_netlist.v,design_compiler,top4,7,16,,TROJANED,1677,67,69523
top4_trojan7_17_netlist.v,design_compiler,top4,7,17,,TROJANED,1677,67,69523
top4_trojan7_18_netlist.v,design_compiler,top4,7,18,,TROJANED,1677,67,69523
top4_trojan7_19_netlist.v,design_compiler,top4,7,19,,TROJANED,1677,67,69523
top4_trojan7_1_netlist.v,design_compiler,top4,7,1,,TROJANED,1677,67,69523
top4_trojan7_20_netlist.v,design_compiler,top4,7,20,,TROJANED,1677,67,69523
top4_trojan7_21_netlist.v,design_compiler,top4,7,21,,TROJANED,767,65,30481
top4_trojan7_22_netlist.v,design_compiler,top4,7,22,,TROJANED,1676,66,69485
top4_trojan7_23_netlist.v,design_compiler,top4,7,23,,TROJANED,1678,68,69575
top4_trojan7_24_netlist.v,design_compiler,top4,7,24,,TROJANED,1679,69,69627
top4_trojan7_2_netlist.v,design_compiler,top4,7,2,,TROJANED,1675,65,69443
top4_trojan7_3_netlist.v,design_compiler,top4,7,3,,TROJANED,1646,36,68086
top4_trojan7_4_netlist.v,design_compiler,top4,7,4,,TROJANED,1653,43,68412
top4_trojan7_5_netlist.v,design_compiler,top4,7,5,,TROJANED,1661,51,68780
top4_trojan7_6_netlist.v,design_compiler,top4,7,6,,TROJANED,1670,60,69190
top4_trojan7_7_netlist.v,design_compiler,top4,7,7,,TROJANED,1685,75,69887
top4_trojan7_8_netlist.v,design_compiler,top4,7,8,,TROJANED,1694,84,70289
top4_trojan7_9_netlist.v,design_compiler,top4,7,9,,TROJANED,1702,92,70653
top4_trojan8_0_netlist.v,design_compiler,top4,8,0,,TROJANED,6209,5424,279293
top4_trojan8_10_netlist.v,design_compiler,top4,8,10,,TROJANED,812,134,34479
top4_trojan8_11_netlist.v,design_compiler,top4,8,11,,TROJANED,726,13,31155
top4_trojan8_12_netlist.v,design_compiler,top4,8,12,,TROJANED,746,56,31702
top4_trojan8_13_netlist.v,design_compiler,top4,8,13,,TROJANED,815,143,34672
top4_trojan8_14_netlist.v,design_compiler,top4,8,14,,TROJANED,866,199,36858
top4_trojan8_15_netlist.v,design_compiler,top4,8,15,,TROJANED,659,19,27956
